t_ms,run1_endpoint_error_um,run2_endpoint_error_um,run3_endpoint_error_um,run4_endpoint_error_um,run5_endpoint_error_um,run6_endpoint_error_um,mean_error_um,run1_leave_one_out_residual_um,run2_leave_one_out_residual_um,run3_leave_one_out_residual_um,run4_leave_one_out_residual_um,run5_leave_one_out_residual_um,run6_leave_one_out_residual_um
17.875,-0.30000000000000426,-0.30000000000000426,-0.30000000000000426,-0.30000000000000426,-0.30000000000000426,-0.3999999999999986,-0.31666666666667,0.019999999999998852,0.019999999999998852,0.019999999999998852,0.019999999999998852,0.019999999999998852,-0.09999999999999432
18.0,-0.30000000000000426,-0.30000000000000426,-0.30000000000000426,-0.30000000000000426,-0.30000000000000426,-0.30000000000000426,-0.30000000000000426,0.0,0.0,0.0,0.0,0.0,0.0
18.125,-0.30000000000000426,-0.30000000000000426,-0.30000000000000426,-0.20000000000000284,-0.30000000000000426,-0.30000000000000426,-0.2833333333333374,-0.020000000000000295,-0.020000000000000295,-0.020000000000000295,0.10000000000000142,-0.020000000000000295,-0.020000000000000295
18.25,-0.20000000000000284,-0.30000000000000426,-0.30000000000000426,-0.20000000000000284,-0.30000000000000426,-0.30000000000000426,-0.26666666666667044,0.08000000000000113,-0.04000000000000059,-0.04000000000000059,0.08000000000000113,-0.04000000000000059,-0.04000000000000059
18.375,-0.20000000000000284,-0.20000000000000284,-0.30000000000000426,-0.20000000000000284,-0.20000000000000284,-0.30000000000000426,-0.23333333333333664,0.04000000000000056,0.04000000000000056,-0.08000000000000113,0.04000000000000056,0.04000000000000056,-0.08000000000000113
18.5,-0.20000000000000284,-0.20000000000000284,-0.30000000000000426,-0.20000000000000284,-0.20000000000000284,-0.20000000000000284,-0.21666666666666975,0.020000000000000295,0.020000000000000295,-0.10000000000000142,0.020000000000000295,0.020000000000000295,0.020000000000000295
18.625,-0.20000000000000284,-0.20000000000000284,-0.20000000000000284,-0.20000000000000284,-0.20000000000000284,-0.20000000000000284,-0.20000000000000284,0.0,0.0,0.0,0.0,0.0,0.0
18.75,-0.20000000000000284,-0.20000000000000284,-0.20000000000000284,-0.20000000000000284,-0.20000000000000284,-0.20000000000000284,-0.20000000000000284,0.0,0.0,0.0,0.0,0.0,0.0
18.875,-0.20000000000000284,-0.20000000000000284,-0.20000000000000284,-0.10000000000000142,-0.20000000000000284,-0.20000000000000284,-0.18333333333333593,-0.020000000000000295,-0.020000000000000295,-0.020000000000000295,0.10000000000000142,-0.020000000000000295,-0.020000000000000295
19.0,-0.20000000000000284,-0.20000000000000284,-0.20000000000000284,-0.10000000000000142,-0.20000000000000284,-0.20000000000000284,-0.18333333333333593,-0.020000000000000295,-0.020000000000000295,-0.020000000000000295,0.10000000000000142,-0.020000000000000295,-0.020000000000000295
19.125,-0.10000000000000142,-0.20000000000000284,-0.20000000000000284,-0.10000000000000142,-0.20000000000000284,-0.20000000000000284,-0.16666666666666904,0.08000000000000113,-0.04000000000000056,-0.04000000000000056,0.08000000000000113,-0.04000000000000056,-0.04000000000000056
19.25,-0.10000000000000142,-0.20000000000000284,-0.20000000000000284,-0.10000000000000142,-0.20000000000000284,-0.10000000000000142,-0.15000000000000213,0.06000000000000086,-0.06000000000000086,-0.06000000000000086,0.06000000000000086,-0.06000000000000086,0.06000000000000086
19.375,-0.10000000000000142,-0.20000000000000284,-0.20000000000000284,-0.10000000000000142,-0.20000000000000284,-0.10000000000000142,-0.15000000000000213,0.06000000000000086,-0.06000000000000086,-0.06000000000000086,0.06000000000000086,-0.06000000000000086,0.06000000000000086
19.5,-0.10000000000000142,-0.10000000000000142,-0.20000000000000284,-0.10000000000000142,-0.10000000000000142,-0.10000000000000142,-0.11666666666666832,0.02000000000000028,0.02000000000000028,-0.10000000000000142,0.02000000000000028,0.02000000000000028,0.02000000000000028
19.625,-0.10000000000000142,-0.10000000000000142,-0.20000000000000284,-0.10000000000000142,-0.10000000000000142,-0.10000000000000142,-0.11666666666666832,0.02000000000000028,0.02000000000000028,-0.10000000000000142,0.02000000000000028,0.02000000000000028,0.02000000000000028
19.75,-0.10000000000000142,-0.10000000000000142,-0.20000000000000284,-0.10000000000000142,-0.10000000000000142,-0.10000000000000142,-0.11666666666666832,0.02000000000000028,0.02000000000000028,-0.10000000000000142,0.02000000000000028,0.02000000000000028,0.02000000000000028
19.875,-0.10000000000000142,-0.20000000000000284,-0.20000000000000284,-0.10000000000000142,-0.10000000000000142,-0.10000000000000142,-0.13333333333333522,0.04000000000000056,-0.08000000000000114,-0.08000000000000114,0.04000000000000056,0.04000000000000056,0.04000000000000056
20.0,-0.10000000000000142,-0.20000000000000284,-0.20000000000000284,-0.10000000000000142,-0.20000000000000284,-0.10000000000000142,-0.15000000000000213,0.06000000000000086,-0.06000000000000086,-0.06000000000000086,0.06000000000000086,-0.06000000000000086,0.06000000000000086
20.125,-0.10000000000000142,-0.20000000000000284,-0.20000000000000284,-0.10000000000000142,-0.20000000000000284,-0.10000000000000142,-0.15000000000000213,0.06000000000000086,-0.06000000000000086,-0.06000000000000086,0.06000000000000086,-0.06000000000000086,0.06000000000000086
20.25,-0.10000000000000142,-0.20000000000000284,-0.20000000000000284,-0.10000000000000142,-0.20000000000000284,-0.10000000000000142,-0.15000000000000213,0.06000000000000086,-0.06000000000000086,-0.06000000000000086,0.06000000000000086,-0.06000000000000086,0.06000000000000086
20.375,-0.10000000000000142,-0.20000000000000284,-0.20000000000000284,-0.10000000000000142,-0.20000000000000284,-0.10000000000000142,-0.15000000000000213,0.06000000000000086,-0.06000000000000086,-0.06000000000000086,0.06000000000000086,-0.06000000000000086,0.06000000000000086
20.5,-0.10000000000000142,-0.20000000000000284,-0.20000000000000284,-0.20000000000000284,-0.20000000000000284,-0.10000000000000142,-0.16666666666666904,0.08000000000000113,-0.04000000000000056,-0.04000000000000056,-0.04000000000000056,-0.04000000000000056,0.08000000000000113
20.625,-0.10000000000000142,-0.20000000000000284,-0.20000000000000284,-0.20000000000000284,-0.20000000000000284,-0.10000000000000142,-0.16666666666666904,0.08000000000000113,-0.04000000000000056,-0.04000000000000056,-0.04000000000000056,-0.04000000000000056,0.08000000000000113
20.75,-0.10000000000000142,-0.20000000000000284,-0.20000000000000284,-0.20000000000000284,-0.20000000000000284,-0.10000000000000142,-0.16666666666666904,0.08000000000000113,-0.04000000000000056,-0.04000000000000056,-0.04000000000000056,-0.04000000000000056,0.08000000000000113
20.875,-0.10000000000000142,-0.20000000000000284,-0.10000000000000142,-0.20000000000000284,-0.20000000000000284,-0.10000000000000142,-0.15000000000000213,0.06000000000000086,-0.06000000000000086,0.06000000000000086,-0.06000000000000086,-0.06000000000000086,0.06000000000000086
21.0,-0.10000000000000142,-0.20000000000000284,-0.10000000000000142,-0.20000000000000284,-0.20000000000000284,-0.10000000000000142,-0.15000000000000213,0.06000000000000086,-0.06000000000000086,0.06000000000000086,-0.06000000000000086,-0.06000000000000086,0.06000000000000086
21.125,-0.10000000000000142,-0.20000000000000284,-0.10000000000000142,-0.20000000000000284,-0.20000000000000284,-0.10000000000000142,-0.15000000000000213,0.06000000000000086,-0.06000000000000086,0.06000000000000086,-0.06000000000000086,-0.06000000000000086,0.06000000000000086
21.25,-0.10000000000000142,-0.20000000000000284,-0.10000000000000142,-0.20000000000000284,-0.20000000000000284,-0.10000000000000142,-0.15000000000000213,0.06000000000000086,-0.06000000000000086,0.06000000000000086,-0.06000000000000086,-0.06000000000000086,0.06000000000000086
21.375,-0.10000000000000142,-0.10000000000000142,-0.10000000000000142,-0.20000000000000284,-0.20000000000000284,-0.10000000000000142,-0.13333333333333522,0.04000000000000056,0.04000000000000056,0.04000000000000056,-0.08000000000000114,-0.08000000000000114,0.04000000000000056
21.5,-0.10000000000000142,-0.10000000000000142,-0.10000000000000142,-0.10000000000000142,-0.20000000000000284,-0.10000000000000142,-0.11666666666666832,0.02000000000000028,0.02000000000000028,0.02000000000000028,0.02000000000000028,-0.10000000000000142,0.02000000000000028
21.625,-0.10000000000000142,-0.10000000000000142,-0.10000000000000142,-0.10000000000000142,-0.20000000000000284,-0.10000000000000142,-0.11666666666666832,0.02000000000000028,0.02000000000000028,0.02000000000000028,0.02000000000000028,-0.10000000000000142,0.02000000000000028
21.75,-0.10000000000000142,-0.10000000000000142,-0.10000000000000142,-0.10000000000000142,-0.20000000000000284,-0.10000000000000142,-0.11666666666666832,0.02000000000000028,0.02000000000000028,0.02000000000000028,0.02000000000000028,-0.10000000000000142,0.02000000000000028
21.875,-0.10000000000000142,-0.10000000000000142,-0.10000000000000142,-0.10000000000000142,-0.20000000000000284,-0.10000000000000142,-0.11666666666666832,0.02000000000000028,0.02000000000000028,0.02000000000000028,0.02000000000000028,-0.10000000000000142,0.02000000000000028
22.0,-0.10000000000000142,-0.10000000000000142,-0.10000000000000142,-0.10000000000000142,-0.20000000000000284,-0.10000000000000142,-0.11666666666666832,0.02000000000000028,0.02000000000000028,0.02000000000000028,0.02000000000000028,-0.10000000000000142,0.02000000000000028
22.125,-0.10000000000000142,-0.10000000000000142,-0.10000000000000142,-0.10000000000000142,-0.10000000000000142,-0.10000000000000142,-0.10000000000000142,0.0,0.0,0.0,0.0,0.0,0.0
22.25,-0.10000000000000142,-0.10000000000000142,-0.10000000000000142,-0.10000000000000142,-0.10000000000000142,-0.10000000000000142,-0.10000000000000142,0.0,0.0,0.0,0.0,0.0,0.0
22.375,-0.10000000000000142,-0.10000000000000142,0.0,-0.10000000000000142,-0.10000000000000142,-0.10000000000000142,-0.08333333333333452,-0.02000000000000028,-0.02000000000000028,0.10000000000000142,-0.02000000000000028,-0.02000000000000028,-0.02000000000000028
22.5,-0.10000000000000142,-0.10000000000000142,0.0,-0.10000000000000142,-0.10000000000000142,-0.10000000000000142,-0.08333333333333452,-0.02000000000000028,-0.02000000000000028,0.10000000000000142,-0.02000000000000028,-0.02000000000000028,-0.02000000000000028
22.625,-0.10000000000000142,-0.10000000000000142,0.0,-0.10000000000000142,-0.10000000000000142,-0.10000000000000142,-0.08333333333333452,-0.02000000000000028,-0.02000000000000028,0.10000000000000142,-0.02000000000000028,-0.02000000000000028,-0.02000000000000028
22.75,-0.10000000000000142,-0.10000000000000142,0.0,-0.10000000000000142,-0.10000000000000142,-0.10000000000000142,-0.08333333333333452,-0.02000000000000028,-0.02000000000000028,0.10000000000000142,-0.02000000000000028,-0.02000000000000028,-0.02000000000000028
22.875,0.0,-0.10000000000000142,0.0,-0.10000000000000142,-0.10000000000000142,-0.10000000000000142,-0.06666666666666761,0.08000000000000114,-0.04000000000000057,0.08000000000000114,-0.04000000000000057,-0.04000000000000057,-0.04000000000000057
23.0,0.0,-0.10000000000000142,0.0,-0.10000000000000142,-0.10000000000000142,-0.10000000000000142,-0.06666666666666761,0.08000000000000114,-0.04000000000000057,0.08000000000000114,-0.04000000000000057,-0.04000000000000057,-0.04000000000000057
23.125,0.0,-0.10000000000000142,-0.10000000000000142,-0.10000000000000142,-0.10000000000000142,-0.10000000000000142,-0.08333333333333452,0.10000000000000142,-0.02000000000000028,-0.02000000000000028,-0.02000000000000028,-0.02000000000000028,-0.02000000000000028
23.25,0.0,-0.10000000000000142,0.0,-0.10000000000000142,-0.10000000000000142,-0.10000000000000142,-0.06666666666666761,0.08000000000000114,-0.04000000000000057,0.08000000000000114,-0.04000000000000057,-0.04000000000000057,-0.04000000000000057
23.375,0.0,-0.10000000000000142,-0.10000000000000142,-0.10000000000000142,-0.10000000000000142,-0.10000000000000142,-0.08333333333333452,0.10000000000000142,-0.02000000000000028,-0.02000000000000028,-0.02000000000000028,-0.02000000000000028,-0.02000000000000028
23.5,0.0,-0.10000000000000142,-0.10000000000000142,-0.10000000000000142,-0.10000000000000142,-0.10000000000000142,-0.08333333333333452,0.10000000000000142,-0.02000000000000028,-0.02000000000000028,-0.02000000000000028,-0.02000000000000028,-0.02000000000000028
23.625,0.0,-0.10000000000000142,-0.10000000000000142,-0.20000000000000284,-0.20000000000000284,-0.10000000000000142,-0.11666666666666832,0.14000000000000198,0.02000000000000028,0.02000000000000028,-0.10000000000000142,-0.10000000000000142,0.02000000000000028
23.75,-0.10000000000000142,-0.10000000000000142,-0.10000000000000142,-0.20000000000000284,-0.20000000000000284,-0.10000000000000142,-0.13333333333333522,0.04000000000000056,0.04000000000000056,0.04000000000000056,-0.08000000000000114,-0.08000000000000114,0.04000000000000056
23.875,-0.10000000000000142,-0.10000000000000142,-0.10000000000000142,-0.20000000000000284,-0.20000000000000284,-0.10000000000000142,-0.13333333333333522,0.04000000000000056,0.04000000000000056,0.04000000000000056,-0.08000000000000114,-0.08000000000000114,0.04000000000000056
24.0,-0.10000000000000142,-0.10000000000000142,-0.10000000000000142,-0.20000000000000284,-0.20000000000000284,-0.10000000000000142,-0.13333333333333522,0.04000000000000056,0.04000000000000056,0.04000000000000056,-0.08000000000000114,-0.08000000000000114,0.04000000000000056
24.125,-0.10000000000000142,-0.10000000000000142,-0.10000000000000142,-0.20000000000000284,-0.20000000000000284,-0.10000000000000142,-0.13333333333333522,0.04000000000000056,0.04000000000000056,0.04000000000000056,-0.08000000000000114,-0.08000000000000114,0.04000000000000056
24.25,-0.10000000000000142,-0.10000000000000142,-0.10000000000000142,-0.20000000000000284,-0.20000000000000284,-0.10000000000000142,-0.13333333333333522,0.04000000000000056,0.04000000000000056,0.04000000000000056,-0.08000000000000114,-0.08000000000000114,0.04000000000000056
24.375,-0.10000000000000142,-0.10000000000000142,-0.10000000000000142,-0.10000000000000142,-0.20000000000000284,-0.10000000000000142,-0.11666666666666832,0.02000000000000028,0.02000000000000028,0.02000000000000028,0.02000000000000028,-0.10000000000000142,0.02000000000000028
24.5,-0.10000000000000142,-0.10000000000000142,-0.10000000000000142,-0.10000000000000142,-0.10000000000000142,-0.10000000000000142,-0.10000000000000142,0.0,0.0,0.0,0.0,0.0,0.0
24.625,-0.10000000000000142,-0.10000000000000142,-0.10000000000000142,-0.10000000000000142,-0.10000000000000142,-0.10000000000000142,-0.10000000000000142,0.0,0.0,0.0,0.0,0.0,0.0
24.75,0.0,0.0,0.0,-0.10000000000000142,-0.10000000000000142,0.0,-0.033333333333333805,0.04000000000000057,0.04000000000000057,0.04000000000000057,-0.08000000000000114,-0.08000000000000114,0.04000000000000057
24.875,0.0,0.0,0.0,-0.10000000000000142,-0.10000000000000142,0.0,-0.033333333333333805,0.04000000000000057,0.04000000000000057,0.04000000000000057,-0.08000000000000114,-0.08000000000000114,0.04000000000000057
25.0,0.0,0.0,0.0,-0.10000000000000142,-0.10000000000000142,0.0,-0.033333333333333805,0.04000000000000057,0.04000000000000057,0.04000000000000057,-0.08000000000000114,-0.08000000000000114,0.04000000000000057
